replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	Accession	System	Length_sys	Dist_sys_close	Sys_close	Nb_sys_close	ID_sys_close	Type_sys_close	Assembly	Nuccore	Superkingdom	Phylum	Class	Order	Family	Subfamily	Genus	Species	Genus_source
GCA_013150865.1_ASM1315086v1_translated_cds	lcl|AP018813.1_prot_BBF63359.1_199	alt	199	ADF/Anti_TA/alt	GCA_013150865.1_ASM1315086v1_translated_cds_alt_3	1	1	1.0	2	alt	mandatory	685	1.2000000000000001e-238	788.1	0.997	0.999	1	684	BBF63359.1	alt	2	34102.0					GCA_013150865	AP018813.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus T2	Escherichia
GCA_013150865.1_ASM1315086v1_translated_cds	lcl|AP018813.1_prot_BBF63360.1_200	alt	200	ADF/Anti_TA/alt	GCA_013150865.1_ASM1315086v1_translated_cds_alt_3	1	1	1.0	2	alt	mandatory	697	8.1e-269	887.7	0.999	0.999	1	696	BBF63360.1	alt	2	34102.0					GCA_013150865	AP018813.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus T2	Escherichia
GCA_013150865.1_ASM1315086v1_translated_cds	lcl|AP018813.1_prot_BBF63410.1_250	arn	250	ADF/Anti_RM/arn	GCA_013150865.1_ASM1315086v1_translated_cds_arn_4	1	1	1.0	1	arn	mandatory	92	4.6e-62	200.7	1.0	1.0	1	92	BBF63410.1	arn	1	34102.0					GCA_013150865	AP018813.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus T2	Escherichia
GCA_013387635.1_ASM1338763v1_translated_cds	lcl|MN067430.1_prot_QDH94202.1_2	ocr	2	ADF/Anti_RM/ocr	GCA_013387635.1_ASM1338763v1_translated_cds_ocr_1	1	1	1.0	1	ocr	mandatory	110	8.1e-54	172.4	0.957	1.0	1	110	QDH94202.1	ocr	1						GCA_013387635	MN067430.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Kayfunavirus	Escherichia phage vB_EcoP-Ro103C3lw	Escherichia
GCA_013150875.1_ASM1315087v1_translated_cds	lcl|AP018814.1_prot_BBF63461.1_36	adfa	36	ADF/Anti_DarTG/adfa	GCA_013150875.1_ASM1315087v1_translated_cds_adfa_2	1	1	1.0	1	adfa	mandatory	208	7.4e-132	431.1	1.0	1.0	1	208	BBF63461.1	adfa	1	354.0	1.0	2.0	GCA_013150875.1_ASM1315087v1_translated_cds_tifa_6|GCA_013150875.1_ASM1315087v1_translated_cds_dmd_5	dmd|tifa	GCA_013150875	AP018814.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus T6	Enterobacteria
GCA_013150875.1_ASM1315087v1_translated_cds	lcl|AP018814.1_prot_BBF63463.1_38	tifa	38	ADF/Anti_TA/tifa	GCA_013150875.1_ASM1315087v1_translated_cds_tifa_6	1	1	1.0	1	tifa	mandatory	85	3.1e-48	155.6	1.0	0.976	1	83	BBF63463.1	tifa	1	2.0	1.0	2.0	GCA_013150875.1_ASM1315087v1_translated_cds_adfa_2|GCA_013150875.1_ASM1315087v1_translated_cds_dmd_5	adfa|dmd	GCA_013150875	AP018814.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus T6	Enterobacteria
GCA_013150875.1_ASM1315087v1_translated_cds	lcl|AP018814.1_prot_BBF63464.1_39	dmd	39	ADF/Anti_TA/dmd	GCA_013150875.1_ASM1315087v1_translated_cds_dmd_5	1	1	1.0	1	dmd	mandatory	60	5.9e-35	113.2	0.939	1.0	1	60	BBF63464.1	dmd	1	2.0	1.0	2.0	GCA_013150875.1_ASM1315087v1_translated_cds_adfa_2|GCA_013150875.1_ASM1315087v1_translated_cds_tifa_6	adfa|tifa	GCA_013150875	AP018814.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus T6	Enterobacteria
GCA_013150875.1_ASM1315087v1_translated_cds	lcl|AP018814.1_prot_BBF63557.1_132	acb1	132	ADF/Anti_CBASS/acb1	GCA_013150875.1_ASM1315087v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	151	3.2999999999999995e-69	225.4	0.993	0.987	1	149	BBF63557.1	acb1	1	49609.0					GCA_013150875	AP018814.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus T6	Enterobacteria
GCA_013150875.1_ASM1315087v1_translated_cds	lcl|AP018814.1_prot_BBF63615.1_190	alt	190	ADF/Anti_TA/alt	GCA_013150875.1_ASM1315087v1_translated_cds_alt_3	1	1	1.0	2	alt	mandatory	685	7.2e-239	788.7	0.997	0.999	1	684	BBF63615.1	alt	2	36178.0					GCA_013150875	AP018814.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus T6	Enterobacteria
GCA_013150875.1_ASM1315087v1_translated_cds	lcl|AP018814.1_prot_BBF63616.1_191	alt	191	ADF/Anti_TA/alt	GCA_013150875.1_ASM1315087v1_translated_cds_alt_3	1	1	1.0	2	alt	mandatory	697	1.5e-269	890.1	0.999	0.999	1	696	BBF63616.1	alt	2	36178.0					GCA_013150875	AP018814.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus T6	Enterobacteria
GCA_013150875.1_ASM1315087v1_translated_cds	lcl|AP018814.1_prot_BBF63673.1_248	arn	248	ADF/Anti_RM/arn	GCA_013150875.1_ASM1315087v1_translated_cds_arn_4	1	1	1.0	1	arn	mandatory	92	1.3e-62	202.4	1.0	1.0	1	92	BBF63673.1	arn	1	36178.0					GCA_013150875	AP018814.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus T6	Enterobacteria
GCA_013387645.1_ASM1338764v1_translated_cds	lcl|MN122072.1_prot_QEM42569.1_41	gnarl3	41	ADF/Other/gnarl3	GCA_013387645.1_ASM1338764v1_translated_cds_gnarl3_1	1	1	1.0	1	gnarl3	mandatory	80	1.1e-48	155.7	1.0	1.0	1	80	QEM42569.1	gnarl3	1						GCA_013387645	MN122072.1	Viruses	Uroviricota	Caudoviricetes		Chaseviridae	Cleopatravirinae	Carltongylesvirus	Escherichia phage vB_EcoM_Bp10	Escherichia
GCA_013150895.1_ASM1315089v1_translated_cds	lcl|MT457552.1_prot_QJT71699.1_15	tad1	15	ADF/Anti_Thoeris/tad1	GCA_013150895.1_ASM1315089v1_translated_cds_tad1_4	1	1	1.0	1	tad1	mandatory	105	5.5e-26	84.7	0.793	0.867	14	104	QJT71699.1	tad1	1	12543.0					GCA_013150895	MT457552.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae			Shewanella phage Thanatos-1	Shewanella
GCA_013150895.1_ASM1315089v1_translated_cds	lcl|MT457552.1_prot_QJT71713.1_29	alt	29	ADF/Anti_TA/alt	GCA_013150895.1_ASM1315089v1_translated_cds_alt_2	1	1	1.0	1	alt	mandatory	645	7.5e-191	629.7	0.987	0.986	5	640	QJT71713.1	alt	1	12543.0					GCA_013150895	MT457552.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae			Shewanella phage Thanatos-1	Shewanella
GCA_013150895.1_ASM1315089v1_translated_cds	lcl|MT457552.1_prot_QJT71808.1_124	dam	124	ADF/Anti_RM/dam	GCA_013150895.1_ASM1315089v1_translated_cds_dam_3	1	1	1.0	1	dam	mandatory	273	7.4e-86	281.6	0.985	0.963	11	273	QJT71808.1	dam	1	35673.0					GCA_013150895	MT457552.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae			Shewanella phage Thanatos-1	Shewanella
GCA_013150895.1_ASM1315089v1_translated_cds	lcl|MT457552.1_prot_QJT71868.1_184	acb1	184	ADF/Anti_CBASS/acb1	GCA_013150895.1_ASM1315089v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	153	3e-53	173.2	0.928	0.922	2	142	QJT71868.1	acb1	1	35673.0					GCA_013150895	MT457552.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae			Shewanella phage Thanatos-1	Shewanella
GCA_013150905.1_ASM1315090v1_translated_cds	lcl|MT457553.1_prot_QLA10586.1_18	tad1	18	ADF/Anti_Thoeris/tad1	GCA_013150905.1_ASM1315090v1_translated_cds_tad1_4	1	1	1.0	1	tad1	mandatory	105	5.2e-26	84.7	0.793	0.867	14	104	QLA10586.1	tad1	1	12553.0					GCA_013150905	MT457553.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae			Shewanella phage Thanatos-2	Shewanella
GCA_013150905.1_ASM1315090v1_translated_cds	lcl|MT457553.1_prot_QLA10600.1_32	alt	32	ADF/Anti_TA/alt	GCA_013150905.1_ASM1315090v1_translated_cds_alt_2	1	1	1.0	1	alt	mandatory	646	1.9e-188	621.6	0.99	0.989	5	643	QLA10600.1	alt	1	12553.0					GCA_013150905	MT457553.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae			Shewanella phage Thanatos-2	Shewanella
GCA_013150905.1_ASM1315090v1_translated_cds	lcl|MT457553.1_prot_QLA10688.1_120	dam	120	ADF/Anti_RM/dam	GCA_013150905.1_ASM1315090v1_translated_cds_dam_3	1	1	1.0	1	dam	mandatory	273	1.5e-84	277.2	0.985	0.963	11	273	QLA10688.1	dam	1	30492.0					GCA_013150905	MT457553.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae			Shewanella phage Thanatos-2	Shewanella
GCA_013150905.1_ASM1315090v1_translated_cds	lcl|MT457553.1_prot_QLA10739.1_171	acb1	171	ADF/Anti_CBASS/acb1	GCA_013150905.1_ASM1315090v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	153	2.9e-53	173.1	0.928	0.922	2	142	QLA10739.1	acb1	1	30492.0					GCA_013150905	MT457553.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae			Shewanella phage Thanatos-2	Shewanella
GCA_013387685.1_ASM1338768v1_translated_cds	lcl|MT074136.1_prot_QIN96280.1_89	narp1_adps	89	ADF/NADP/NARP1	GCA_013387685.1_ASM1338768v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	273	5.7e-59	192.5	0.855	0.938	9	264	QIN96280.1	NARP1	3						GCA_013387685	MT074136.1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	Asinivirinae	Wulfhauvirus	Wulfhauvirus bangladeshii	Bacteroides
GCA_013387685.1_ASM1338768v1_translated_cds	lcl|MT074136.1_prot_QIN96282.1_91	narp1_namat	91	ADF/NADP/NARP1	GCA_013387685.1_ASM1338768v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	507	3.2999999999999995e-229	754.6	0.987	0.992	3	505	QIN96282.1	NARP1	3						GCA_013387685	MT074136.1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	Asinivirinae	Wulfhauvirus	Wulfhauvirus bangladeshii	Bacteroides
GCA_013387705.1_ASM1338770v1_translated_cds	lcl|MT074138.1_prot_QIN96397.1_86	narp1_adps	86	ADF/NADP/NARP1	GCA_013387705.1_ASM1338770v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	273	5.4000000000000005e-58	189.3	0.855	0.938	9	264	QIN96397.1	NARP1	3						GCA_013387705	MT074138.1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	Asinivirinae	Wulfhauvirus	Bacteroides phage DAC17	Bacteroides
GCA_013387705.1_ASM1338770v1_translated_cds	lcl|MT074138.1_prot_QIN96399.1_88	narp1_namat	88	ADF/NADP/NARP1	GCA_013387705.1_ASM1338770v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	507	7.5e-229	753.3	0.987	0.992	3	505	QIN96399.1	NARP1	3						GCA_013387705	MT074138.1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	Asinivirinae	Wulfhauvirus	Bacteroides phage DAC17	Bacteroides
GCA_006965025.1_ASM696502v1_translated_cds	lcl|MK937599.1_prot_QDH92498.1_56	ntase	56	ADF/Anti_CBASS/ntase	GCA_006965025.1_ASM696502v1_translated_cds_ntase_1	1	1	1.0	1	ntase	mandatory	261	1.6e-102	334.3	0.87	0.981	2	257	QDH92498.1	ntase	1						GCA_006965025	MK937599.1	Viruses	Uroviricota	Caudoviricetes					Gordonia phage Dmitri	Gordonia
GCA_006965045.1_ASM696504v1_translated_cds	lcl|MK937600.1_prot_QDH92541.1_35	ntase	35	ADF/Anti_CBASS/ntase	GCA_006965045.1_ASM696504v1_translated_cds_ntase_2	1	1	1.0	1	ntase	mandatory	248	4.5e-80	261.8	0.798	0.94	8	240	QDH92541.1	ntase	1	19403.0					GCA_006965045	MK937600.1	Viruses	Uroviricota	Caudoviricetes		Vilmaviridae	Lclasvirinae	Faithunavirus	Mycobacterium phage Wigglewiggle	Mycobacterium
GCA_006965045.1_ASM696504v1_translated_cds	lcl|MK937600.1_prot_QDH92578.1_74	narp1_adps	74	ADF/NADP/NARP1	GCA_006965045.1_ASM696504v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	287	5.8e-72	235.3	0.885	0.937	14	282	QDH92578.1	NARP1	2	19403.0					GCA_006965045	MK937600.1	Viruses	Uroviricota	Caudoviricetes		Vilmaviridae	Lclasvirinae	Faithunavirus	Mycobacterium phage Wigglewiggle	Mycobacterium
GCA_006965045.1_ASM696504v1_translated_cds	lcl|MK937600.1_prot_QDH92579.1_75	narp1_namat	75	ADF/NADP/NARP1	GCA_006965045.1_ASM696504v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	494	2.7e-123	405.2	0.609	0.646	8	326	QDH92579.1	NARP1	2	19403.0					GCA_006965045	MK937600.1	Viruses	Uroviricota	Caudoviricetes		Vilmaviridae	Lclasvirinae	Faithunavirus	Mycobacterium phage Wigglewiggle	Mycobacterium
GCA_013267955.1_ASM1326795v1_translated_cds	lcl|MT374856.1_prot_QKE55527.1_3	mom	3	ADF/Anti_RM/mom	GCA_013267955.1_ASM1326795v1_translated_cds_mom_2	1	1	1.0	1	mom	mandatory	235	3.9e-101	329.4	0.847	0.906	21	233	QKE55527.1	mom	1	7198.0	1.0	1.0	GCA_013267955.1_ASM1326795v1_translated_cds_gnarl2_1	gnarl2	GCA_013267955	MT374856.1	Viruses	Uroviricota	Caudoviricetes				Muvirus	Yersinia phage vB_YpM_23	Yersinia
GCA_013267955.1_ASM1326795v1_translated_cds	lcl|MT374856.1_prot_QKE55537.1_13	gnarl2	13	ADF/Other/gnarl2	GCA_013267955.1_ASM1326795v1_translated_cds_gnarl2_1	1	1	1.0	1	gnarl2	mandatory	87	2.9e-51	163.5	1.0	1.0	1	87	QKE55537.1	gnarl2	1	7198.0	1.0	1.0	GCA_013267955.1_ASM1326795v1_translated_cds_mom_2	mom	GCA_013267955	MT374856.1	Viruses	Uroviricota	Caudoviricetes				Muvirus	Yersinia phage vB_YpM_23	Yersinia
GCA_013267965.1_ASM1326796v1_translated_cds	lcl|MT374852.1_prot_QKE55328.1_7	gnarl2	7	ADF/Other/gnarl2	GCA_013267965.1_ASM1326796v1_translated_cds_gnarl2_1	1	1	1.0	1	gnarl2	mandatory	87	3e-51	163.5	1.0	1.0	1	87	QKE55328.1	gnarl2	1	8611.0					GCA_013267965	MT374852.1	Viruses	Uroviricota	Caudoviricetes				Muvirus	Yersinia phage vB_YpM_3	Yersinia
GCA_013267965.1_ASM1326796v1_translated_cds	lcl|MT374852.1_prot_QKE55374.1_53	mom	53	ADF/Anti_RM/mom	GCA_013267965.1_ASM1326796v1_translated_cds_mom_2	1	1	1.0	1	mom	mandatory	235	3.9e-101	329.4	0.847	0.906	21	233	QKE55374.1	mom	1	8611.0					GCA_013267965	MT374852.1	Viruses	Uroviricota	Caudoviricetes				Muvirus	Yersinia phage vB_YpM_3	Yersinia
GCA_013267985.1_ASM1326798v1_translated_cds	lcl|MT374853.1_prot_QKE55385.1_7	mom	7	ADF/Anti_RM/mom	GCA_013267985.1_ASM1326798v1_translated_cds_mom_1	1	1	1.0	1	mom	mandatory	235	5.3e-101	328.9	0.843	0.902	21	232	QKE55385.1	mom	1						GCA_013267985	MT374853.1	Viruses	Uroviricota	Caudoviricetes				Muvirus	Yersinia phage vB_YpM_5	Yersinia
GCA_006965145.1_ASM696514v1_translated_cds	lcl|MK937605.1_prot_QDH93040.1_94	ardu	94	ADF/Anti_RM/arda_ardu	GCA_006965145.1_ASM696514v1_translated_cds_arda_ardu_1	1	1	0.8	1	arda	mandatory	180	3.9999999999999996e-50	163.0	0.792	0.983	2	178	QDH93040.1	arda_ardu	1						GCA_006965145	MK937605.1	Viruses	Uroviricota	Caudoviricetes				Fromanvirus	Fromanvirus astro	Mycobacterium
GCA_013268005.1_ASM1326800v1_translated_cds	lcl|MT374854.1_prot_QKE55437.1_5	mom	5	ADF/Anti_RM/mom	GCA_013268005.1_ASM1326800v1_translated_cds_mom_1	1	1	1.0	1	mom	mandatory	235	5.2e-101	328.9	0.843	0.902	21	232	QKE55437.1	mom	1						GCA_013268005	MT374854.1	Viruses	Uroviricota	Caudoviricetes				Muvirus	Yersinia phage vB_YpM_6	Yersinia
GCA_013268015.1_ASM1326801v1_translated_cds	lcl|MT374859.1_prot_QKE55675.1_16	gp4.5	16	ADF/Anti_TA/gp4.5	GCA_013268015.1_ASM1326801v1_translated_cds_gp4.5_1	1	1	1.0	1	gp4.5	mandatory	98	1.5e-41	131.9	0.86	0.827	4	84	QKE55675.1	gp4.5	1						GCA_013268015	MT374859.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Berlinvirus	Berlinvirus Yepf	Yersinia
GCA_013268025.1_ASM1326802v1_translated_cds	lcl|MT409116.1_prot_QKE55819.1_117	atd1	117	ADF/Anti_Thoeris/atd1	GCA_013268025.1_ASM1326802v1_translated_cds_atd1_3	1	1	1.0	1	atd1	mandatory	207	9.2e-23	74.2	0.931	0.382	2	80	QKE55819.1	atd1	1	15163.0					GCA_013268025	MT409116.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Twarogvirinae	Lazarusvirus	Lazarusvirus kimel	Acinetobacter
GCA_013268025.1_ASM1326802v1_translated_cds	lcl|MT409116.1_prot_QKE55850.1_148	acb1	148	ADF/Anti_CBASS/acb1	GCA_013268025.1_ASM1326802v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	151	1.9000000000000002e-57	187.1	0.98	0.993	1	150	QKE55850.1	acb1	1	15163.0					GCA_013268025	MT409116.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Twarogvirinae	Lazarusvirus	Lazarusvirus kimel	Acinetobacter
GCA_013268025.1_ASM1326802v1_translated_cds	lcl|MT409116.1_prot_QKE55901.1_199	alt	199	ADF/Anti_TA/alt	GCA_013268025.1_ASM1326802v1_translated_cds_alt_2	1	1	1.0	1	alt	mandatory	693	5.3999999999999996e-198	653.5	0.997	0.99	7	692	QKE55901.1	alt	1	48447.0					GCA_013268025	MT409116.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Twarogvirinae	Lazarusvirus	Lazarusvirus kimel	Acinetobacter
GCA_013268055.1_ASM1326805v1_translated_cds	lcl|MT425185.1_prot_QKE60342.1_2	samase	2	ADF/Anti_RM/samase	GCA_013268055.1_ASM1326805v1_translated_cds_samase_2	1	1	1.0	1	samase	mandatory	155	9.7e-74	237.8	1.0	1.0	1	155	QKE60342.1	samase	1	11924.0					GCA_013268055	MT425185.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Przondovirus	Klebsiella phage Kp_Pokalde_002	Klebsiella
GCA_013268055.1_ASM1326805v1_translated_cds	lcl|MT425185.1_prot_QKE60359.1_19	gp4.5	19	ADF/Anti_TA/gp4.5	GCA_013268055.1_ASM1326805v1_translated_cds_gp4.5_1	1	1	1.0	1	gp4.5	mandatory	90	5.9e-36	114.1	0.86	0.878	3	81	QKE60359.1	gp4.5	1	11924.0					GCA_013268055	MT425185.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Przondovirus	Klebsiella phage Kp_Pokalde_002	Klebsiella
GCA_013268065.1_ASM1326806v1_translated_cds	lcl|MT459144.1_prot_QKE61012.1_152	narp1_adps	152	ADF/NADP/NARP1	GCA_013268065.1_ASM1326806v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	290	1.8e-74	244.1	0.834	0.924	5	272	QKE61012.1	NARP1	3						GCA_013268065	MT459144.1	Viruses	Uroviricota	Caudoviricetes		Demerecviridae	Ermolyevavirinae	Thalassavirus	Vibrio phage Dax	Vibrio
GCA_013268065.1_ASM1326806v1_translated_cds	lcl|MT459144.1_prot_QKE61014.1_154	narp1_namat	154	ADF/NADP/NARP1	GCA_013268065.1_ASM1326806v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	529	7.900000000000001e-201	661.6	0.985	0.983	8	527	QKE61014.1	NARP1	3						GCA_013268065	MT459144.1	Viruses	Uroviricota	Caudoviricetes		Demerecviridae	Ermolyevavirinae	Thalassavirus	Vibrio phage Dax	Vibrio
GCA_006965285.1_ASM696528v1_translated_cds	lcl|MK937612.1_prot_QDH93620.1_46	ntase	46	ADF/Anti_CBASS/ntase	GCA_006965285.1_ASM696528v1_translated_cds_ntase_1	1	1	1.0	1	ntase	mandatory	265	9.7e-103	336.2	0.877	0.992	1	263	QDH93620.1	ntase	1						GCA_006965285	MK937612.1	Viruses	Uroviricota	Caudoviricetes		Vilmaviridae	Mclasvirinae	Bongovirus	Bongovirus bongo	Mycobacterium
GCA_007051165.2_ASM705116v2_translated_cds	lcl|MN032614.2_prot_QDJ96815.1_56	tad1	56	ADF/Anti_Thoeris/tad1	GCA_007051165.2_ASM705116v2_translated_cds_tad1_2	1	1	1.0	1	tad1	mandatory	108	3.2e-18	59.9	0.512	0.574	45	106	QDJ96815.1	tad1	1	9.0	1.0	1.0	GCA_007051165.2_ASM705116v2_translated_cds_acb1_1	acb1	GCA_007051165	MN032614.2	Viruses	Uroviricota	Caudoviricetes					Aeromonas phage PS1	Aeromonas
GCA_007051165.2_ASM705116v2_translated_cds	lcl|MN032614.2_prot_QDJ96816.1_57	acb1	57	ADF/Anti_CBASS/acb1	GCA_007051165.2_ASM705116v2_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	162	6.2e-14	45.8	0.68	0.66	26	132	QDJ96816.1	acb1	1	9.0	1.0	1.0	GCA_007051165.2_ASM705116v2_translated_cds_tad1_2	tad1	GCA_007051165	MN032614.2	Viruses	Uroviricota	Caudoviricetes					Aeromonas phage PS1	Aeromonas
GCA_007051205.2_ASM705120v2_translated_cds	lcl|MN131137.2_prot_QDJ97208.1_48	tad1	48	ADF/Anti_Thoeris/tad1	GCA_007051205.2_ASM705120v2_translated_cds_tad1_2	1	1	1.0	1	tad1	mandatory	110	1.1e-19	64.8	0.793	0.845	17	109	QDJ97208.1	tad1	1	2.0	1.0	1.0	GCA_007051205.2_ASM705120v2_translated_cds_acb1_1	acb1	GCA_007051205	MN131137.2	Viruses	Uroviricota	Caudoviricetes					Aeromonas phage D6	Aeromonas
GCA_007051205.2_ASM705120v2_translated_cds	lcl|MN131137.2_prot_QDJ97209.1_49	acb1	49	ADF/Anti_CBASS/acb1	GCA_007051205.2_ASM705120v2_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	161	1.8e-14	47.6	0.569	0.547	42	129	QDJ97209.1	acb1	1	2.0	1.0	1.0	GCA_007051205.2_ASM705120v2_translated_cds_tad1_2	tad1	GCA_007051205	MN131137.2	Viruses	Uroviricota	Caudoviricetes					Aeromonas phage D6	Aeromonas
GCA_007051245.1_ASM705124v1_translated_cds	lcl|MN052874.1_prot_QDK04489.1_16	gp4.5	16	ADF/Anti_TA/gp4.5	GCA_007051245.1_ASM705124v1_translated_cds_gp4.5_1	1	1	1.0	1	gp4.5	mandatory	103	5.4000000000000003e-45	142.9	0.871	0.796	5	86	QDK04489.1	gp4.5	1						GCA_007051245	MN052874.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Przondovirus	Klebsiella phage KMI1	Klebsiella
GCA_007051265.1_ASM705126v1_translated_cds	lcl|MN114083.1_prot_QDK04688.1_66	acriia4	66	ADF/Anti_CRISPR/acriia4	GCA_007051265.1_ASM705126v1_translated_cds_acriia4_1	1	1	1.0	1	acriia4	mandatory	148	6.6e-18	57.4	0.966	0.534	4	82	QDK04688.1	acriia4	1						GCA_007051265	MN114083.1	Viruses	Uroviricota	Caudoviricetes				Homburgvirus	Homburgvirus LP114	Listeria
GCA_007051285.1_ASM705128v1_translated_cds	lcl|MN128593.1_prot_QDK04798.1_65	acriia4	65	ADF/Anti_CRISPR/acriia4	GCA_007051285.1_ASM705128v1_translated_cds_acriia4_1	1	1	1.0	1	acriia4	mandatory	148	1.3e-17	56.5	0.966	0.534	4	82	QDK04798.1	acriia4	1						GCA_007051285	MN128593.1	Viruses	Uroviricota	Caudoviricetes				Homburgvirus	Homburgvirus LP114	Listeria
GCA_007051305.2_ASM705130v2_translated_cds	lcl|MN128594.2_prot_QDK04910.2_63	tad2	63	ADF/Anti_Thoeris/tad2_acriia7	GCA_007051305.2_ASM705130v2_translated_cds_tad2_acriia7_3	1	1	1.0	1	tad2	mandatory	91	7.6e-27	86.8	0.731	0.989	1	90	QDK04910.2	tad2_acriia7	1	63593.0					GCA_007051305	MN128594.2	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Jasinkavirinae	Pecentumvirus	Pecentumvirus LP0832	Listeria
GCA_007051305.2_ASM705130v2_translated_cds	lcl|MN128594.2_prot_QDK04978.2_131	narp1_adps	131	ADF/NADP/NARP1	GCA_007051305.2_ASM705130v2_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	304	7.700000000000001e-48	156.6	0.841	0.924	9	289	QDK04978.2	NARP1	2	36817.0					GCA_007051305	MN128594.2	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Jasinkavirinae	Pecentumvirus	Pecentumvirus LP0832	Listeria
GCA_007051305.2_ASM705130v2_translated_cds	lcl|MN128594.2_prot_QDK04979.2_132	narp1_namat	132	ADF/NADP/NARP1	GCA_007051305.2_ASM705130v2_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	597	2.7e-199	656.5	0.992	0.99	3	593	QDK04979.2	NARP1	2	36817.0					GCA_007051305	MN128594.2	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Jasinkavirinae	Pecentumvirus	Pecentumvirus LP0832	Listeria
GCA_007051305.2_ASM705130v2_translated_cds	lcl|MN128594.2_prot_QDK05034.2_187	acriia4	187	ADF/Anti_CRISPR/acriia4	GCA_007051305.2_ASM705130v2_translated_cds_acriia4_2	1	1	1.0	1	acriia4	mandatory	149	5.9000000000000005e-27	87.1	0.977	0.51	1	76	QDK05034.2	acriia4	1	36817.0					GCA_007051305	MN128594.2	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Jasinkavirinae	Pecentumvirus	Pecentumvirus LP0832	Listeria
